2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,,,RoundWorm,,,,,,Hookworm,,,,,,Whipworm,,,,,,,,,Worms,Schistomasis,,,,,,,LF,,,,Total,,2013,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,RoundWorm,,,,,,Hookworm,,,,,,Whipworm,,,,,,,,,Worms,Schistomasis,,,,,,,Onchocerciasis,,LF,,,,Total
Country,Impact of Active TB/HIV+ Treatment Regimen,Impact of Active TB/HIV- Treatment Regimen,Impact of MDR-TB Treatment Regimen,,,Impact of XDR-TB Treatment Regimen,Total Impact,Impact of AL,Impact of AS+SP,Impact of DHA-PPQ,Impact of AS+MQ,Impact of AS+AQ,Impact of CQ+PQ,Impact of DHA-PPQ+PQ,Impact of ART+NQ,Impact of ART+PPQ,Impact of AL+PQ,Impact of AS+AQ+PQ,Impact of SP,Impact of AS+MQ+PQ,Impact of QN+CL,Impact of QN+CD,Total Impact (p.falc),Impact of CQ+PQ,Impact of CQ,Impact of DHA-PPQ,Impact of QN,Impact of AL,Impact of AL+PQ,Impact of AS,Impact of AS+AQ,Impact of AS+AQ+PQ,Total Impact (p.vivax),Total Impact,Impact of 3TC,Impact of ABC,Impact of AZT,Impact of ddl,Impact of d4T,Impact of EFV,Impact of FTC,Impact of LPV/r,Impact of NVP,Impact of TDF,Impact of ATV/r,Impact of NFV,Total Impact,Impact Score'!CP5=,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Impact of Roundworm,Impact of Hookworm,Impact of Whipworm,Total Impact,IVM+ALB,DEC+ALB,PZQ,IVM,DEC,ALB,Total Impact,Impact of Single Dose of DEC (6mg/kg),Impact of Single dose of DEC (6mg/kg)+ALB(400mg),Impact of Combination of ALB(400mg)+IVM(400ug/kg),Total Impact,,,Country,Impact of Active TB/HIV+ Treatment Regimen,Impact of Active TB/HIV- Treatment Regimen,Impact of MDR-TB Treatment Regimen,,,Impact of XDR-TB Treatment Regimen,Total Impact,AL,AL+PQ,AM,ART+NQ,ART+PPQ,AS+AQ,AS+MQ,AS+MQ+PQ,AS+SP,AS+SP+PQ,AT+PG,CQ+PQ,DHA-PPQ,DHA-PPQ+PQ,PQ,QN,QN+CL,QN+D,Total Impact (p.falc),CQ+PQ,CQ,DHA-PPQ,QN,AL,AL+PQ,AS,AS+AQ,AS+AQ+PQ,Total Impact (p.vivax),Total Impact,Impact of 3TC,Impact of ABC,Impact of AZT,Impact of ddl,Impact of d4T,Impact of EFV,Impact of FTC,Impact of LPV/r,Impact of NVP,Impact of TDF,Total Impact,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Impact of Roundworm,Impact of Hookworm,Impact of Whipworm,Total Impact,IVM+ALB,DEC+ALB,PZQ,IVM,DEC,ALB,Total Impact,Impact of Ivermectin,Total Impact,Impact of Single Dose of DEC (6mg/kg),Impact of Single dose of DEC (6mg/kg)+ALB(400mg),Impact of Combination of ALB(400mg)+IVM(400ug/kg),Total Impact,
Mongolia,9.99,"30,786.90",46.95,7.27,62.33,11.37,"30,924.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0.02,4.68,0.09,4.76,4.64,0.75,0.28,7.82,2.44,0,0,36.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"30,961.30",,Mongolia,24.79,"25,720.25",66.07,10.23,99.41,7.7,"25,928.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.24,0,0.14,0.08,0.04,0,0.37,0.07,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,929.81"
Montenegro,2.62,315.58,0,0,0,0.24,318.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.04,0.11,0,0.15,0.1,0,0.04,0.16,0,0,0,0.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,319.33,,Montenegro,2.63,179.16,0,0,0,0.16,181.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.95
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,"14,119.60","238,370.14",26.4,4.09,32.82,111.22,"252,664.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.87,4.63,199.41,3.86,206.37,197.03,30.65,14.66,331.28,99.08,0,0,"1,560.83",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"254,225.09",,Morocco,597.29,"102,256.65",1.1,0.17,1.37,21.92,"102,878.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.24,0,56.17,0,31.37,19.14,10.25,0,85.35,16.95,313.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103,191.97"
Mozambique,"276,983.27","261,076.34",31.47,4.87,49.54,199.59,"538,345.08","1,652,522.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,652,522.36",0,0,0,0,0,0,0,0,0,0,"1,652,522.36","88,804.65","1,682.77","37,101.26",739.99,"39,139.16","36,144.37","5,258.18","3,343.48","61,169.26","17,073.90",0,0,"290,457.02","5,328.44",147.97,-,-,-,-,"6,939.36","27,869.11",-,-,-,-,"1,039.25",-,-,-,-,-,"5,476.41","34,808.47","1,039.25","41,324.13",-,-,-,-,-,-,-,-,-,"1,322.74","1,322.74","2,523,971.32",,Mozambique,"203,732.73","249,664.97",0,0,0,466.87,"453,864.57","13,499.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,499.96",0,0,0,0,0,0,0,0,0,0,"13,499.96","96,171.36",0,"57,604.11",0,"31,963.24","18,987.49","10,092.61",0,"87,276.48","16,696.62","318,791.91","39,801.33","147,834.52",0,0,0,0,"15,255.11","448,490.94",0,0,0,0,"2,915.26",0,0,0,0,0,"187,635.85","463,746.05","2,915.26","654,297.16",0,0,0,0,0,0,0,0,0,0,0,"25,353.11","25,353.11","1,465,806.72"
Myanmar,"202,104.89","922,704.78",71.61,11.09,91.93,921.97,"1,125,906.27","1,135.76",0,"1,131.08","1,143.95",0,0,0,0,0,0,0,0,0,0,0,"3,410.79",19056.12751,0,0,0,0,0,0,0,0,19056.12751,"22,466.92","8,356.86",110.4,"3,500.98",69.4,"3,654.24","3,467.74",529.64,282.06,"5,799.18","1,709.55",0,0,"27,480.05",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,302.43,-,302.43,"1,176,155.67",,Myanmar,"164,993.15","481,231.66",166.51,25.78,307.22,"1,066.44","647,790.77",410.81,0,0,0,0,0,"104,022.63",0,0,0,0,0,250.5,0,0,0,0,0,"104,683.94",0,0,0,0,0,0,0,0,0,0,"104,683.94","5,705.76",0,"3,411.06",0,"1,897.58","1,139.23",607.36,0,"5,173.88","1,004.48","18,939.34",0,0,0,"1,211.59",0,0,0,0,0,250.04,0,0,0,0,0,0,0,0,"1,211.59",250.04,0,"1,461.63",0,0,0,0,0,0,0,0,0,0,"3,705.17",0,"3,705.17","776,580.86"
Namibia,"19,102.39","22,815.15",49.17,7.61,75.42,22.58,"42,072.31","1,648.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,648.24",0,0,0,0,0,0,0,0,0,0,"1,648.24","10,893.10",193.67,"4,595.67",83.99,"4,827.97","4,279.68",602.55,382.06,"7,599.54","1,984.36",0,0,"35,442.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,-,-,"79,163.16",,Namibia,"29,195.72","51,383.94",17.65,2.73,27.01,63.56,"80,690.60",74.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.01,0,0,0,0,0,0,0,0,0,0,74.01,"6,062.24",0,"3,638.88",0,"2,013.19","1,182.15",626.34,0,"5,506.42","1,036.51","20,065.72",399.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.08,0,0,399.08,0,0,0,0,0,0,0,0,0,0,0,0,0,"101,229.42"
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,"427,342.49",119.62,18.52,177.16,176.28,"427,834.07",30.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.55,1241.590171,0,0,0,0,0,0,0,0,1241.590171,"1,272.14","1,637.10",15.55,687.84,13.53,711.75,686.03,107.71,50.93,"1,142.60",347.09,0,0,"5,400.12",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515.7,-,515.7,"435,022.02",,Nepal,"3,114.72","252,254.23",10.33,1.6,17.08,163.78,"255,561.75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.35,0,373.56,0,208.45,126.83,67.87,0,567.39,112.21,"2,082.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944.91,0,944.91,"258,589.32"
Netherlands,322.41,"3,553.62",2.58,0.4,3.37,0.28,"3,882.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,0.77,2.05,0.07,2.86,1.86,0,0.72,3.01,0,0,0,16.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,899.60",,Netherlands,60.44,"2,321.80",3.07,0.48,4.1,0.58,"2,390.47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,390.47"
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,9.88,859.46,0,0,0,0.03,869.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0.02,0.92,0.02,0.95,0.91,0.14,0.06,1.54,0.46,0,0,7.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,876.57,,New Zealand,0,512.33,0.12,0.02,0.15,0.06,512.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,1.17,0,0.65,0.39,0.21,0,1.78,0.34,6.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.19
Nicaragua,523.82,"17,463.15",3.46,0.54,4.62,2.24,"17,997.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34908571,0,0,0,0,0,0,0,0,29.34908571,29.35,232.63,4.68,176.64,0.47,11.12,156.21,13.5,5.52,7.02,56.46,23.47,0.28,687.99,252.18,290.23,-,-,-,-,665.9,396.53,-,-,-,-,0.28,-,-,-,-,-,542.41,"1,062.43",0.28,"1,605.12",-,-,-,-,-,-,-,-,-,-,-,"20,320.29",,Nicaragua,658.59,"6,257.28",0.42,0.07,0.52,1.3,"6,918.17",0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.32,0.94,0,0,0,0,0,0,0,0,0.94,1.26,7.83,0,7.83,0,0,14.63,6.79,0,0,6.79,43.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,963.32"
Niger,"16,931.74","273,903.77",24.93,3.86,36.19,235.1,"291,135.59","206,209.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"206,209.88",0,0,0,0,0,0,0,0,0,0,"206,209.88","3,229.34",32.28,"1,359.74",26.17,"1,407.24","1,338.29",207.26,100.01,"2,258.63",670.97,0,0,"10,629.95",41.99,63.87,-,-,-,-,400.88,709.11,-,-,-,-,0,-,-,-,-,-,105.86,"1,109.99",0,"1,215.85",-,-,-,-,-,-,-,-,-,"3,883.48","3,883.48","513,074.75",,Niger,"11,136.91","181,760.56",21.82,3.38,32.24,305.7,"193,260.60","9,964.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,964.06",0,0,0,0,0,0,0,0,0,0,"9,964.06","3,745.66",0,"2,239.50",0,"1,245.66",747.39,398.39,0,"3,396.65",658.88,"12,432.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.44,0,0,0,748.44,0,0,0,0,"7,143.96","7,143.96","223,549.21"
Nigeria,"419,524.18","1,855,136.45",7,1.08,10.63,439.65,"2,275,118.99","785,386.56",0,0,0,"785,386.56",0,0,0,0,0,0,0,0,0,0,"1,570,773.11",0,0,0,0,0,0,0,0,0,0,"1,570,773.11","129,953.20","1,959.18","54,392.20","1,084.16","56,925.97","53,653.40","8,082.44","4,558.47","89,942.32","26,138.09",0,0,"426,689.44",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,901.96",-,-,-,"7,901.96",-,-,"4,264.89","4,264.89","4,284,748.40",,Nigeria,"245,502.11","1,236,270.09",0,0,0,"1,596.75","1,483,368.95","19,447.74",0,0,0,0,"19,906.39",0,0,0,0,0,0,0,0,0,0,0,0,"39,354.13",0,0,0,0,0,0,0,0,0,0,"39,354.13","78,148.06",0,"46,572.84",0,"26,013.06","15,896.13","8,517.64",0,"70,769.57","14,079.79","259,997.09","52,126.54",0,0,0,0,0,0,0,0,0,0,0,13.05,0,0,0,0,0,"52,126.54",0,13.05,"52,139.59",0,0,0,0,0,0,0,"94,103.48","94,103.48",0,0,0,0,"1,928,963.25"
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.29,0,0.16,0.1,0.05,0,0.43,0.08,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
Norway,93.46,906.56,1.61,0.25,2.89,0.09,"1,004.85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.06,0.15,0.01,0.22,0.14,0,0.05,0.23,0,0,0,1.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,006.13",,Norway,74.45,707.32,0.21,0.03,0.25,0.13,782.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782.39
Oman,24.04,"2,691.71",0.16,0.03,0.85,2.07,"2,718.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,0.13,11.14,0.2,11.4,10.87,1.72,0.7,18.59,5.58,0,0,86.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,805.45",,Oman,15.44,"1,424.57",0.72,0.11,0.91,0.08,"1,441.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,441.83"
Pakistan,"8,379.40","2,713,282.70",135.95,21.05,216.08,"1,797.67","2,723,832.84",0,"4,842.09",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,842.09",31704.19196,0,0,0,0,0,0,0,0,31704.19196,"36,546.28",113.64,1.03,47.7,0.95,49.32,47.93,7.59,3.53,79.24,24.4,0,0,375.34,46.59,48.2,-,-,-,-,3.99,3.09,-,-,-,-,0.03,-,-,-,-,-,94.79,7.08,0.03,101.9,-,-,-,-,-,-,-,-,-,-,-,"2,760,856.36",,Pakistan,"4,682.72","1,485,739.47",198.05,30.66,488.19,"1,187.38","1,492,326.48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.53,0,0,0,0,0,0,0,0,57.53,57.53,22.43,0,13.31,0,7.47,4.69,2.53,0,20.28,4.18,74.88,0,0,0,0,0,0,0,"46,168.98",0,0,0,0,0,0,0,0,0,0,0,"46,168.98",0,"46,168.98",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,538,627.87"
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,910.42,"7,247.02",2.7,0.42,3.71,6.5,"8,170.77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.61460905,0,0,0,0,0,0,0,0,22.61460905,22.61,90.59,1.96,67.41,0.27,4.67,58.55,5.58,2.42,3.21,23.36,9.74,0.16,267.92,0.06,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0.06,0,-,0.06,-,-,-,-,-,-,-,-,-,-,-,"8,461.37",,Panama,844.2,"6,778.82",0.91,0.14,1.94,2.89,"7,628.89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,2.11,2.11,12.92,0,12.92,0,0,24.1,11.17,0,0,11.17,72.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,703.30"
Papua New Guinea,"9,867.03","122,405.32",0,0,0,103.68,"132,376.03",283.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.14,0,0,0,0,0,0,0,0,0,0,283.14,"2,467.10",27.63,"1,042.71",19.31,"1,080.11","1,000.53",150.75,76.36,"1,731.67",492.13,0,0,"8,088.32",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.91,-,3.91,"140,751.41",,Papua New Guinea,"2,459.50","22,205.11",0,0,0,22.26,"24,686.87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.85,0,459.37,0,254.4,149.98,79.55,0,695.42,131.64,"2,536.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,223.09"
Paraguay,"1,734.40","11,749.35",1.45,0.22,1.84,7.93,"13,495.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.65,12.34,458.29,2.67,29.35,393.24,35.29,16.66,24.24,147.71,61.5,1.58,"1,786.53",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,281.72",,Paraguay,776.55,"10,074.38",0.41,0.06,2.05,0.51,"10,853.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0,5.54,0,0,10.34,4.8,0,0,4.8,31.01,"54,145.57",0,0,0,0,0,"5,539.26",0,0,0,0,0,0,0,0,0,0,0,"54,145.57","5,539.26",0,"59,684.83",0,0,0,0,0,0,0,0,0,0,0,0,0,"70,569.81"
Peru,"7,217.24","106,525.90",196.84,30.47,283.42,88.72,"114,342.60",0,0,0,11.18,0,0,0,0,0,0,0,0,0,0,0,11.18,32.62417695,0,0,0,0,0,0,0,0,32.62417695,43.8,75.21,0,80.71,5.5,0,35.91,0,7.87,21.03,0,0,3.26,229.49,-,-,-,-,-,-,58.31,44.42,-,-,-,-,14.38,-,-,-,-,-,-,102.73,14.38,117.11,-,-,-,-,-,-,-,-,-,-,-,"114,733.01",,Peru,"3,609.84","79,841.35",111.43,17.25,154.08,41.27,"83,775.23",0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,1.28,2.21,0,0,0,0,0,0,0,0,2.21,3.49,6.85,0,6.85,0,0,12.78,5.93,0,0,5.93,38.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83,817.05"
Philippines,"1,128.82","1,335,146.70",101.34,15.69,149.82,"1,015.35","1,337,557.72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.8234829,0,0,0,0,0,0,0,0,750.8234829,750.82,197.5,0.72,84.07,1.5,85.7,81.1,12.82,4.97,140.5,41.78,0,0,650.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,244.03",-,"1,244.03","1,340,203.23",,Philippines,"3,245.60","887,521.15",0.93,0.14,1.37,"1,349.31","892,118.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,"1,338.59",0,797.93,0,445.55,271.89,145.63,0,"1,212.33",240.74,"4,452.65",0,0,0,0,0,0,0,0,0,727.61,0,0,0,0,0,0,0,0,0,727.61,0,727.61,0,0,0,0,0,0,0,0,0,0,"1,759.32",0,"1,759.32","899,058.17"
Poland,"29,820.41",0,9.27,1.44,11.55,1.38,"29,844.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.37,0.07,12.04,0.22,12.26,11.87,1.92,0.71,20.12,6.21,0,0,93.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"29,937.84",,Poland,"2,525.00","23,989.98",0,0,0,1.61,"26,516.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,516.58"
